19.27	31.64	-25.24	28.74	27.07	2.29	17.41	25.7	-3.44	27.02	26.46	3.29
19.27	31.64	-25.24	28.74	27.07	2.29	17.41	25.7	-3.44	27.02	26.46	3.29
19.27	31.64	-25.24	28.74	27.07	0.08	15.54	27.76	-6.31	27.23	26.4	3.29
19.27	31.64	-25.24	28.74	27.07	0.08	15.54	27.76	-6.31	27.23	26.4	3.24
19.98	31.8	-25.16	28.5	27.23	2.2	    14.89	24.96	-6.39	26.6	26.51	4.4
19.98	31.8	-25.16	28.5	27.23	2.2	    14.89	24.96	-6.23	27.02	26.4	4.4
19.98	31.8	-25.16	28.5	27.23	0.53	15.97	27.86	-6.23	27.02	26.4	4.4
19.98	31.8	-23.13	26.23	27.1	0.53	15.97	27.86	-6.23	27.02	26.4	4.4
19.98	31.8	-23.13	26.23	27.1	0.53	15.97	27.86	-6.23	27.02	26.4	2.85
18.64	31.54	-23.13	26.23	27.1	0.53	15.97	27.86	-5.97	27.15	26.51	2.85
18.64	31.54	-23.13	26.23	27.1	0	    17.79	25.15	-5.97	27.15	26.51	2.85
18.64	31.54	-25.19	28.71	27.04	0	    17.79	25.15	-5.97	27.15	26.51	2.85
18.64	31.54	-25.19	28.71	27.04	0	    17.79	25.15	-6.21	26.78	26.48	5.06
17.41	28.61	-25.19	28.71	27.04	0	    17.79	25.15	-6.21	26.78	26.48	5.06
28.5	27.17	2.01	15.15	25.04	-6.21	26.78	26.48	5.06	17.41	28.61	-25.19
28.5	27.17	0.9	    16.73	28.07	-6.21	26.78	26.48	5.06	17.41	28.61	-25.19
28.5	27.17	0.9	    16.73	28.07	-6.07	27.18	26.46	5.06	17.41	28.61	-25.19
28.5	27.17	0.9	    16.73	28.07	-6.07	27.18	26.46	2.87	18.01	31.35	-25.5
28.74	27.04	0.9	    16.73	28.07	-6.07	27.18	26.46	2.87	18.01	31.35	-25.5
28.74	27.04	0.9	    16.73	28.07	-6.07	27.18	26.46	2.87	18.01	31.35	-25.5
28.74	27.04	2.25	12.98	27.78	-6.31	27.18	26.51	2.87	18.01	31.35	-25.5
28.74	27.04	2.25	12.98	27.78	-6.31	27.18	26.51	2.87	18.01	31.35	-25.08
28.71	27.04	2.25	12.98	27.78	-6.31	27.18	26.51	5.01	16.06	31.51	-25.08
28.71	27.04	2.25	12.98	27.78	-6.1	27.18	26.48	5.09	15.98	31.51	-25
28.71	27.12	2.38	15.31	25.12	-6.1	27.18	26.48	5.09	15.98	31.51	-25
28.71	27.12	2.38	15.31	25.12	-6.13	27.18	26.51	2.71	17.96	31.38	-25
28.71	27.12	2.38	15.31	25.12	-6.13	27.18	26.51	2.71	17.96	31.38	-25.42
28.79	27.07	0.06	15.76	27.86	-6.13	27.18	26.51	2.71	17.96	31.38	-25.42
28.79	27.07	0.06	15.76	27.86	-6.34	27.18	26.48	2.71	17.96	31.38	-25.42
28.79	27.07	0.06	15.76	27.86	-6.34	27.18	26.48	5.06	16	    31.48	-25.42
28.79	27.07	0.06	15.76	27.86	-6.34	27.18	26.48	5.06	16	    31.48	-25.24
28.77	27.04	2.48	15.31	25.09	-6.34	27.18	26.48	5.06	16	    31.48	-25.24
28.77	27.04	2.48	15.31	25.09	-6.5	27.15	26.51	5.06	16	    31.48	-25.24
28.77	27.04	2.48	15.31	25.09	-6.21	26.92	26.48	2.66	18.46	31.46	-25.29
28.69	26.99	2.04	14.91	25.01	-6.21	26.92	26.48	2.66	18.46	31.46	-25.19
28.74	27.04	2.04	14.91	25.01	-6.21	26.92	26.48	2.66	18.46	31.46	-25.19
28.74	27.04	2.04	14.91	25.01	-6.21	26.92	26.48	2.69	18.59	31.51	-25.19
28.74	27.04	2.04	14.91	25.01	-6.42	26.92	26.38	2.69	18.59	31.51	-25.19
28.74	27.04	2.35	13.12	27.73	-6.42	26.92	26.38	2.69	18.59	31.51	-25.58
28.82	27.07	2.35	13.12	27.73	-6.42	26.92	26.38	2.69	18.59	31.51	-25.58
28.82	27.07	2.35	13.12	27.73	-6.42	26.92	26.38	2.69	18.59	31.51	-25.58
28.82	27.07	2.35	13.12	27.73	-6.55	27.18	26.54	5.06	17.85	28.79	-25.58
28.82	27.07	1.64	14.44	24.83	-6.55	27.18	26.54	5.06	17.85	28.79	-25.26
28.77	27.04	1.64	14.44	24.83	-6.23	27.1	26.59	5.01	17.41	28.69	-25.13
28.66	27.07	1.41	14.02	24.65	-6.23	27.1	26.59	5.01	17.41	28.69	-25.13
28.66	27.07	1.41	14.02	24.65	-6.39	27.23	26.51	5.01	17.41	28.69	-25.13
28.66	27.07	1.41	14.02	24.65	-6.39	27.23	26.51	5.01	17.41	28.69	-25.13
28.66	27.07	1.41	14.02	24.65	-6.39	27.23	26.51	5.01	17.41	28.69	-25.37
28.77	27.1	1.41	14.02	24.65	-6.39	27.23	26.51	5.06	15.92	31.43	-25.37
28.77	27.1	1.51	14.73	24.91	-6.5	27.18	26.48	5.06	15.92	31.43	-25.37
28.77	27.1	1.51	14.73	24.91	-6.5	27.18	26.48	5.06	15.92	31.43	-25.37
28.77	27.1	1.51	14.73	24.91	-6.5	27.18	26.48	5.06	15.92	31.43	-23.13
26.34	27.07	1.51	14.73	24.91	-6.5	27.18	26.48	2.74	18.51	31.4	-23.13
26.34	27.07	1.46	14.83	24.96	-6.39	26.97	26.46	5.01	17.12	28.98	-28.14
28.77	27.12	1.96	15.18	25.04	-6.39	26.97	26.46	4.67	17.85	28.66	-25.58
28.77	27.12	2.33	13.12	27.84	-6.39	26.97	26.46	4.67	17.85	28.66	-25.16
28.71	27.07	2.33	13.12	27.84	-6.39	26.97	26.46	4.67	17.85	28.66	-25.16
28.71	27.07	2.33	13.12	27.84	-6.5	27.23	26.48	4.67	17.85	28.66	-25.16
28.71	27.07	2.33	13.12	27.84	-6.5	27.23	26.48	4.67	17.85	28.66	-25.16
28.71	27.07	2.33	13.12	27.84	-6.5	27.23	26.48	4.96	17.67	28.58	-25.37
28.66	27.12	2.25	12.96	27.73	-6.5	27.23	26.48	4.96	17.67	28.58	-25.37
28.66	27.12	2.25	12.96	27.73	-6.31	27.26	26.51	4.96	17.67	28.58	-25.37
28.66	27.12	2.25	12.96	27.73	-6.31	27.26	26.51	4.96	17.67	28.58	-25.37
28.66	27.12	2.25	12.96	27.73	-6.34	27.05	26.46	3.9	    19.67	31.77	-25.37
28.61	27.1	2.48	13.06	27.76	-6.34	27.05	26.46	3.9	    19.67	31.77	-25.37
28.61	27.1	2.48	13.06	27.76	-6.52	27	    26.64	2.98	17.96	31.27	-25.37
28.61	27.1	0.32	15.99	27.94	-6.52	27	    26.64	2.98	17.96	31.27	-25.37
28.61	27.1	0.32	15.99	27.94	-6.52	27	    26.64	2.98	17.96	31.27	-25.13
28.74	27.02	0.32	15.99	27.94	-6.52	27	    26.64	2.98	17.96	31.27	-25.13
28.74	27.02	0.32	15.99	27.94	-6.21	27.15	26.48	2.98	17.96	31.27	-25.13
28.74	27.02	2.46	15.26	25.15	-6.21	27.15	26.48	3.61	19.43	31.67	-25.13
28.74	27.02	2.46	15.26	25.15	-6.21	27.15	26.48	3.61	19.43	31.67	-25.48
28.77	27.07	2.46	15.26	25.15	-6.21	27.15	26.48	3.61	19.43	31.67	-25.48
28.77	27.07	2.46	15.26	25.15	-6.55	26.76	26.48	4.8	    17.38	28.53	-25.4
28.77	26.94	2.54	13.01	27.78	-6.55	26.76	26.48	4.8	    17.38	28.53	-25.4
28.77	26.94	2.54	13.01	27.78	-6.55	26.76	26.48	4.8	    17.38	28.53	-25.5
28.77	27.04	2.51	13.22	27.76	-6.18	27.05	26.43	3.53	19.35	31.64	-25.5
28.77	27.04	2.51	13.22	27.76	-6.18	27.05	26.43	3.53	19.35	31.64	-25.5
28.77	27.04	2.51	13.22	27.76	-6.18	27.05	26.43	3.53	19.35	31.64	-25.5
28.77	27.04	2.51	13.22	27.76	-6.18	27.05	26.43	3.53	19.35	31.64	-25.13
28.71	26.99	2.51	13.22	27.76	-6.13	27.02	26.48	3.53	19.35	31.64	-25.13
28.71	26.99	2.17	13.01	27.73	-6.13	27.02	26.48	4.08	19.77	31.75	-25.13
28.71	26.99	2.17	13.01	27.73	-6.13	27.02	26.48	4.08	19.77	31.75	-25.13
28.71	26.99	2.17	13.01	27.73	-6.47	27.18	26.51	2.71	18.04	31.27	-25.29
28.66	27.15	2.01	13.17	27.78	-6.15	27.18	26.51	2.71	18.04	31.27	-25.29
28.66	27.15	2.01	13.17	27.78	-6.15	27.18	26.51	2.71	18.04	31.27	-25.29
28.66	27.15	0.24	16.04	27.86	-6.15	27.18	26.51	2.71	18.04	31.27	-25.53
